,path,emotion
2865,data/training\Actor_25\25_01_01_01_wash_neutral.wav,neutral
2866,data/training\Actor_25\25_01_01_01_week_neutral.wav,neutral
2867,data/training\Actor_25\25_01_01_01_wheat_neutral.wav,neutral
2868,data/training\Actor_25\25_01_01_01_when_neutral.wav,neutral
2869,data/training\Actor_25\25_01_01_01_which_neutral.wav,neutral
2870,data/training\Actor_25\25_01_01_01_whip_neutral.wav,neutral
2871,data/training\Actor_25\25_01_01_01_white_neutral.wav,neutral
2872,data/training\Actor_25\25_01_01_01_wife_neutral.wav,neutral
2873,data/training\Actor_25\25_01_01_01_wire_neutral.wav,neutral
2874,data/training\Actor_25\25_01_01_01_witch_neutral.wav,neutral
2875,data/training\Actor_25\25_01_01_01_yearn_neutral.wav,neutral
2876,data/training\Actor_25\25_01_01_01_yes_neutral.wav,neutral
2877,data/training\Actor_25\25_01_01_01_young_neutral.wav,neutral
2878,data/training\Actor_25\25_01_01_01_youth_neutral.wav,neutral
2879,data/training\Actor_26\26_01_01_01_back_neutral.wav,neutral
2880,data/training\Actor_26\26_01_01_01_bar_neutral.wav,neutral
2881,data/training\Actor_26\26_01_01_01_base_neutral.wav,neutral
2882,data/training\Actor_26\26_01_01_01_bath_neutral.wav,neutral
2883,data/training\Actor_26\26_01_01_01_bean_neutral.wav,neutral
2884,data/training\Actor_26\26_01_01_01_beg_neutral.wav,neutral
2885,data/training\Actor_26\26_01_01_01_bite_neutral.wav,neutral
2886,data/training\Actor_26\26_01_01_01_boat_neutral.wav,neutral
2887,data/training\Actor_26\26_01_01_01_bone_neutral.wav,neutral
2888,data/training\Actor_26\26_01_01_01_book_neutral.wav,neutral
2889,data/training\Actor_26\26_01_01_01_bought_neutral.wav,neutral
2890,data/training\Actor_26\26_01_01_01_burn_neutral.wav,neutral
2891,data/training\Actor_26\26_01_01_01_cab_neutral.wav,neutral
2892,data/training\Actor_26\26_01_01_01_calm_neutral.wav,neutral
2893,data/training\Actor_26\26_01_01_01_came_neutral.wav,neutral
2894,data/training\Actor_26\26_01_01_01_cause_neutral.wav,neutral
2895,data/training\Actor_26\26_01_01_01_chain_neutral.wav,neutral
2896,data/training\Actor_26\26_01_01_01_chair_neutral.wav,neutral
2897,data/training\Actor_26\26_01_01_01_chalk_neutral.wav,neutral
2898,data/training\Actor_26\26_01_01_01_chat_neutral.wav,neutral
2899,data/training\Actor_26\26_01_01_01_check_neutral.wav,neutral
2900,data/training\Actor_26\26_01_01_01_cheek_neutral.wav,neutral
2901,data/training\Actor_26\26_01_01_01_chief_neutral.wav,neutral
2902,data/training\Actor_26\26_01_01_01_choice_neutral.wav,neutral
2903,data/training\Actor_26\26_01_01_01_cool_neutral.wav,neutral
2904,data/training\Actor_26\26_01_01_01_dab_neutral.wav,neutral
2905,data/training\Actor_26\26_01_01_01_date_neutral.wav,neutral
2906,data/training\Actor_26\26_01_01_01_dead_neutral.wav,neutral
2907,data/training\Actor_26\26_01_01_01_death_neutral.wav,neutral
2908,data/training\Actor_26\26_01_01_01_deep_neutral.wav,neutral
2909,data/training\Actor_26\26_01_01_01_dime_neutral.wav,neutral
2910,data/training\Actor_26\26_01_01_01_dip_neutral.wav,neutral
2911,data/training\Actor_26\26_01_01_01_ditch_neutral.wav,neutral
2912,data/training\Actor_26\26_01_01_01_dodge_neutral.wav,neutral
2913,data/training\Actor_26\26_01_01_01_dog_neutral.wav,neutral
2914,data/training\Actor_26\26_01_01_01_doll_neutral.wav,neutral
2915,data/training\Actor_26\26_01_01_01_door_neutral.wav,neutral
2916,data/training\Actor_26\26_01_01_01_fail_neutral.wav,neutral
2917,data/training\Actor_26\26_01_01_01_fall_neutral.wav,neutral
2918,data/training\Actor_26\26_01_01_01_far_neutral.wav,neutral
2919,data/training\Actor_26\26_01_01_01_fat_neutral.wav,neutral
2920,data/training\Actor_26\26_01_01_01_fit_neutral.wav,neutral
2921,data/training\Actor_26\26_01_01_01_five_neutral.wav,neutral
2922,data/training\Actor_26\26_01_01_01_food_neutral.wav,neutral
2923,data/training\Actor_26\26_01_01_01_gap_neutral.wav,neutral
2924,data/training\Actor_26\26_01_01_01_gas_neutral.wav,neutral
2925,data/training\Actor_26\26_01_01_01_gaze_neutral.wav,neutral
2926,data/training\Actor_26\26_01_01_01_germ_neutral.wav,neutral
2927,data/training\Actor_26\26_01_01_01_get_neutral.wav,neutral
2928,data/training\Actor_26\26_01_01_01_gin_neutral.wav,neutral
2929,data/training\Actor_26\26_01_01_01_goal_neutral.wav,neutral
2930,data/training\Actor_26\26_01_01_01_good_neutral.wav,neutral
2931,data/training\Actor_26\26_01_01_01_goose_neutral.wav,neutral
2932,data/training\Actor_26\26_01_01_01_gun_neutral.wav,neutral
2933,data/training\Actor_26\26_01_01_01_half_neutral.wav,neutral
2934,data/training\Actor_26\26_01_01_01_hall_neutral.wav,neutral
2935,data/training\Actor_26\26_01_01_01_hash_neutral.wav,neutral
2936,data/training\Actor_26\26_01_01_01_hate_neutral.wav,neutral
2937,data/training\Actor_26\26_01_01_01_have_neutral.wav,neutral
2938,data/training\Actor_26\26_01_01_01_haze_neutral.wav,neutral
2939,data/training\Actor_26\26_01_01_01_hire_neutral.wav,neutral
2940,data/training\Actor_26\26_01_01_01_hit_neutral.wav,neutral
2941,data/training\Actor_26\26_01_01_01_hole_neutral.wav,neutral
2942,data/training\Actor_26\26_01_01_01_home_neutral.wav,neutral
2943,data/training\Actor_26\26_01_01_01_hurl_neutral.wav,neutral
2944,data/training\Actor_26\26_01_01_01_hush_neutral.wav,neutral
2945,data/training\Actor_26\26_01_01_01_jail_neutral.wav,neutral
2946,data/training\Actor_26\26_01_01_01_keep_neutral.wav,neutral
2947,data/training\Actor_26\26_01_01_01_keg_neutral.wav,neutral
2948,data/training\Actor_26\26_01_01_01_kick_neutral.wav,neutral
2949,data/training\Actor_26\26_01_01_01_kill_neutral.wav,neutral
2950,data/training\Actor_26\26_01_01_01_king_neutral.wav,neutral
2951,data/training\Actor_26\26_01_01_01_kite_neutral.wav,neutral
2952,data/training\Actor_26\26_01_01_01_knock_neutral.wav,neutral
2953,data/training\Actor_26\26_01_01_01_late_neutral.wav,neutral
2954,data/training\Actor_26\26_01_01_01_laud_neutral.wav,neutral
2955,data/training\Actor_26\26_01_01_01_lean_neutral.wav,neutral
2956,data/training\Actor_26\26_01_01_01_learn_neutral.wav,neutral
2957,data/training\Actor_26\26_01_01_01_lease_neutral.wav,neutral
2958,data/training\Actor_26\26_01_01_01_lid_neutral.wav,neutral
2959,data/training\Actor_26\26_01_01_01_life_neutral.wav,neutral
2960,data/training\Actor_26\26_01_01_01_limb_neutral.wav,neutral
2961,data/training\Actor_26\26_01_01_01_live_neutral.wav,neutral
2962,data/training\Actor_26\26_01_01_01_loaf_neutral.wav,neutral
2963,data/training\Actor_26\26_01_01_01_long_neutral.wav,neutral
2964,data/training\Actor_26\26_01_01_01_lore_neutral.wav,neutral
2965,data/training\Actor_26\26_01_01_01_lose_neutral.wav,neutral
2966,data/training\Actor_26\26_01_01_01_lot_neutral.wav,neutral
2967,data/training\Actor_26\26_01_01_01_love_neutral.wav,neutral
2968,data/training\Actor_26\26_01_01_01_luck_neutral.wav,neutral
2969,data/training\Actor_26\26_01_01_01_make_neutral.wav,neutral
2970,data/training\Actor_26\26_01_01_01_match_neutral.wav,neutral
2971,data/training\Actor_26\26_01_01_01_merge_neutral.wav,neutral
2972,data/training\Actor_26\26_01_01_01_mess_neutral.wav,neutral
2973,data/training\Actor_26\26_01_01_01_met_neutral.wav,neutral
2974,data/training\Actor_26\26_01_01_01_mill_neutral.wav,neutral
2975,data/training\Actor_26\26_01_01_01_mob_neutral.wav,neutral
2976,data/training\Actor_26\26_01_01_01_mode_neutral.wav,neutral
2977,data/training\Actor_26\26_01_01_01_mood_neutral.wav,neutral
2978,data/training\Actor_26\26_01_01_01_moon_neutral.wav,neutral
2979,data/training\Actor_26\26_01_01_01_mop_neutral.wav,neutral
2980,data/training\Actor_26\26_01_01_01_mouse_neutral.wav,neutral
2981,data/training\Actor_26\26_01_01_01_nag_neutral.wav,neutral
2982,data/training\Actor_26\26_01_01_01_name_neutral.wav,neutral
2983,data/training\Actor_26\26_01_01_01_near_neutral.wav,neutral
2984,data/training\Actor_26\26_01_01_01_neat_neutral.wav,neutral
2985,data/training\Actor_26\26_01_01_01_nice_neutral.wav,neutral
2986,data/training\Actor_26\26_01_01_01_note_neutral.wav,neutral
2987,data/training\Actor_26\26_01_01_01_numb_neutral.wav,neutral
2988,data/training\Actor_26\26_01_01_01_pad_neutral.wav,neutral
2989,data/training\Actor_26\26_01_01_01_page_neutral.wav,neutral
2990,data/training\Actor_26\26_01_01_01_pain_neutral.wav,neutral
2991,data/training\Actor_26\26_01_01_01_pass_neutral.wav,neutral
2992,data/training\Actor_26\26_01_01_01_pearl_neutral.wav,neutral
2993,data/training\Actor_26\26_01_01_01_peg_neutral.wav,neutral
2994,data/training\Actor_26\26_01_01_01_perch_neutral.wav,neutral
2995,data/training\Actor_26\26_01_01_01_phone_neutral.wav,neutral
2996,data/training\Actor_26\26_01_01_01_pick_neutral.wav,neutral
2997,data/training\Actor_26\26_01_01_01_pike_neutral.wav,neutral
2998,data/training\Actor_26\26_01_01_01_pole_neutral.wav,neutral
2999,data/training\Actor_26\26_01_01_01_pool_neutral.wav,neutral
3000,data/training\Actor_26\26_01_01_01_puff_neutral.wav,neutral
3001,data/training\Actor_26\26_01_01_01_rag_neutral.wav,neutral
3002,data/training\Actor_26\26_01_01_01_raid_neutral.wav,neutral
3003,data/training\Actor_26\26_01_01_01_rain_neutral.wav,neutral
3004,data/training\Actor_26\26_01_01_01_raise_neutral.wav,neutral
3005,data/training\Actor_26\26_01_01_01_rat_neutral.wav,neutral
3006,data/training\Actor_26\26_01_01_01_reach_neutral.wav,neutral
3007,data/training\Actor_26\26_01_01_01_read_neutral.wav,neutral
3008,data/training\Actor_26\26_01_01_01_red_neutral.wav,neutral
3009,data/training\Actor_26\26_01_01_01_ring_neutral.wav,neutral
3010,data/training\Actor_26\26_01_01_01_ripe_neutral.wav,neutral
3011,data/training\Actor_26\26_01_01_01_road_neutral.wav,neutral
3012,data/training\Actor_26\26_01_01_01_room_neutral.wav,neutral
3013,data/training\Actor_26\26_01_01_01_rose_neutral.wav,neutral
3014,data/training\Actor_26\26_01_01_01_rot_neutral.wav,neutral
3015,data/training\Actor_26\26_01_01_01_rough_neutral.wav,neutral
3016,data/training\Actor_26\26_01_01_01_rush_neutral.wav,neutral
3017,data/training\Actor_26\26_01_01_01_said_neutral.wav,neutral
3018,data/training\Actor_26\26_01_01_01_sail_neutral.wav,neutral
3019,data/training\Actor_26\26_01_01_01_search_neutral.wav,neutral
3020,data/training\Actor_26\26_01_01_01_seize_neutral.wav,neutral
3021,data/training\Actor_26\26_01_01_01_sell_neutral.wav,neutral
3022,data/training\Actor_26\26_01_01_01_shack_neutral.wav,neutral
3023,data/training\Actor_26\26_01_01_01_shall_neutral.wav,neutral
3024,data/training\Actor_26\26_01_01_01_shawl_neutral.wav,neutral
3025,data/training\Actor_26\26_01_01_01_sheep_neutral.wav,neutral
3026,data/training\Actor_26\26_01_01_01_shirt_neutral.wav,neutral
3027,data/training\Actor_26\26_01_01_01_should_neutral.wav,neutral
3028,data/training\Actor_26\26_01_01_01_shout_neutral.wav,neutral
3029,data/training\Actor_26\26_01_01_01_size_neutral.wav,neutral
3030,data/training\Actor_26\26_01_01_01_soap_neutral.wav,neutral
3031,data/training\Actor_26\26_01_01_01_soup_neutral.wav,neutral
3032,data/training\Actor_26\26_01_01_01_sour_neutral.wav,neutral
3033,data/training\Actor_26\26_01_01_01_south_neutral.wav,neutral
3034,data/training\Actor_26\26_01_01_01_sub_neutral.wav,neutral
3035,data/training\Actor_26\26_01_01_01_such_neutral.wav,neutral
3036,data/training\Actor_26\26_01_01_01_sure_neutral.wav,neutral
3037,data/training\Actor_26\26_01_01_01_take_neutral.wav,neutral
3038,data/training\Actor_26\26_01_01_01_talk_neutral.wav,neutral
3039,data/training\Actor_26\26_01_01_01_tape_neutral.wav,neutral
3040,data/training\Actor_26\26_01_01_01_team_neutral.wav,neutral
3041,data/training\Actor_26\26_01_01_01_tell_neutral.wav,neutral
3042,data/training\Actor_26\26_01_01_01_thin_neutral.wav,neutral
3043,data/training\Actor_26\26_01_01_01_third_neutral.wav,neutral
3044,data/training\Actor_26\26_01_01_01_thought_neutral.wav,neutral
3045,data/training\Actor_26\26_01_01_01_thumb_neutral.wav,neutral
3046,data/training\Actor_26\26_01_01_01_time_neutral.wav,neutral
3047,data/training\Actor_26\26_01_01_01_tip_neutral.wav,neutral
3048,data/training\Actor_26\26_01_01_01_tire_neutral.wav,neutral
3049,data/training\Actor_26\26_01_01_01_ton_neutral.wav,neutral
3050,data/training\Actor_26\26_01_01_01_tool_neutral.wav,neutral
3051,data/training\Actor_26\26_01_01_01_tough_neutral.wav,neutral
3052,data/training\Actor_26\26_01_01_01_turn_neutral.wav,neutral
3053,data/training\Actor_26\26_01_01_01_vine_neutral.wav,neutral
3054,data/training\Actor_26\26_01_01_01_voice_neutral.wav,neutral
3055,data/training\Actor_26\26_01_01_01_void_neutral.wav,neutral
3056,data/training\Actor_26\26_01_01_01_vote_neutral.wav,neutral
3057,data/training\Actor_26\26_01_01_01_wag_neutral.wav,neutral
3058,data/training\Actor_26\26_01_01_01_walk_neutral.wav,neutral
3059,data/training\Actor_26\26_01_01_01_wash_neutral.wav,neutral
3060,data/training\Actor_26\26_01_01_01_week_neutral.wav,neutral
3061,data/training\Actor_26\26_01_01_01_wheat_neutral.wav,neutral
3062,data/training\Actor_26\26_01_01_01_when_neutral.wav,neutral
3063,data/training\Actor_26\26_01_01_01_which_neutral.wav,neutral
3064,data/training\Actor_26\26_01_01_01_whip_neutral.wav,neutral
3065,data/training\Actor_26\26_01_01_01_white_neutral.wav,neutral
3066,data/training\Actor_26\26_01_01_01_wife_neutral.wav,neutral
3067,data/training\Actor_26\26_01_01_01_wire_neutral.wav,neutral
3068,data/training\Actor_26\26_01_01_01_witch_neutral.wav,neutral
3069,data/training\Actor_26\26_01_01_01_yearn_neutral.wav,neutral
3070,data/training\Actor_26\26_01_01_01_yes_neutral.wav,neutral
3071,data/training\Actor_26\26_01_01_01_young_neutral.wav,neutral
3072,data/training\Actor_26\26_01_01_01_youth_neutral.wav,neutral
3073,data/training\Actor_01\01_01_01_01_kids-talking_angry.wav,angry
3074,data/training\Actor_01\01_01_01_02_dogs-sitting_angry.wav,angry
3075,data/training\Actor_01\01_01_01_02_kids-talking_angry.wav,angry
3076,data/training\Actor_01\01_01_02_01_dogs-sitting_angry.wav,angry
3077,data/training\Actor_01\01_01_02_01_kids-talking_angry.wav,angry
3078,data/training\Actor_01\01_01_02_02_dogs-sitting_angry.wav,angry
3079,data/training\Actor_01\01_01_02_02_kids-talking_angry.wav,angry
3080,data/training\Actor_01\01_02_01_01_dogs-sitting_angry.wav,angry
3081,data/training\Actor_01\01_02_01_01_kids-talking_angry.wav,angry
3082,data/training\Actor_01\01_02_01_02_dogs-sitting_angry.wav,angry
3083,data/training\Actor_01\01_02_01_02_kids-talking_angry.wav,angry
3084,data/training\Actor_01\01_02_02_01_dogs-sitting_angry.wav,angry
3085,data/training\Actor_01\01_02_02_01_kids-talking_angry.wav,angry
3086,data/training\Actor_01\01_02_02_02_dogs-sitting_angry.wav,angry
3087,data/training\Actor_01\01_02_02_02_kids-talking_angry.wav,angry
3088,data/training\Actor_01\03-02-05-01-01-01-01_angry.wav,angry
3089,data/training\Actor_01\03-02-05-01-01-02-01_angry.wav,angry
3090,data/training\Actor_01\03-02-05-01-02-01-01_angry.wav,angry
3091,data/training\Actor_01\03-02-05-01-02-02-01_angry.wav,angry
3092,data/training\Actor_01\03-02-05-02-01-01-01_angry.wav,angry
3093,data/training\Actor_01\03-02-05-02-01-02-01_angry.wav,angry
3094,data/training\Actor_01\03-02-05-02-02-01-01_angry.wav,angry
3095,data/training\Actor_01\03-02-05-02-02-02-01_angry.wav,angry
3096,data/training\Actor_02\02_01_01_02_dogs-sitting_angry.wav,angry
3097,data/training\Actor_02\02_01_01_02_kids-talking_angry.wav,angry
3098,data/training\Actor_02\02_01_02_01_dogs-sitting_angry.wav,angry
3099,data/training\Actor_02\02_01_02_01_kids-talking_angry.wav,angry
3100,data/training\Actor_02\02_01_02_02_dogs-sitting_angry.wav,angry
3101,data/training\Actor_02\02_01_02_02_kids-talking_angry.wav,angry
3102,data/training\Actor_02\02_02_01_01_dogs-sitting_angry.wav,angry
3103,data/training\Actor_02\02_02_01_01_kids-talking_angry.wav,angry
3104,data/training\Actor_02\02_02_01_02_dogs-sitting_angry.wav,angry
3105,data/training\Actor_02\02_02_01_02_kids-talking_angry.wav,angry
3106,data/training\Actor_02\02_02_02_01_dogs-sitting_angry.wav,angry
3107,data/training\Actor_02\02_02_02_01_kids-talking_angry.wav,angry
3108,data/training\Actor_02\02_02_02_02_dogs-sitting_angry.wav,angry
3109,data/training\Actor_02\02_02_02_02_kids-talking_angry.wav,angry
3110,data/training\Actor_02\03-02-05-01-01-01-02_angry.wav,angry
3111,data/training\Actor_02\03-02-05-01-01-02-02_angry.wav,angry
3112,data/training\Actor_02\03-02-05-01-02-01-02_angry.wav,angry
3113,data/training\Actor_02\03-02-05-01-02-02-02_angry.wav,angry
3114,data/training\Actor_02\03-02-05-02-01-01-02_angry.wav,angry
3115,data/training\Actor_02\03-02-05-02-01-02-02_angry.wav,angry
3116,data/training\Actor_02\03-02-05-02-02-01-02_angry.wav,angry
3117,data/training\Actor_02\03-02-05-02-02-02-02_angry.wav,angry
3118,data/training\Actor_03\03-02-05-01-01-01-03_angry.wav,angry
3119,data/training\Actor_03\03-02-05-01-01-02-03_angry.wav,angry
3120,data/training\Actor_03\03-02-05-01-02-01-03_angry.wav,angry
3121,data/training\Actor_03\03-02-05-01-02-02-03_angry.wav,angry
3122,data/training\Actor_03\03-02-05-02-01-01-03_angry.wav,angry
3123,data/training\Actor_03\03-02-05-02-01-02-03_angry.wav,angry
3124,data/training\Actor_03\03-02-05-02-02-01-03_angry.wav,angry
3125,data/training\Actor_03\03-02-05-02-02-02-03_angry.wav,angry
3126,data/training\Actor_03\03_01_01_01_dogs-sitting_angry.wav,angry
3127,data/training\Actor_03\03_01_01_01_kids-talking_angry.wav,angry
3128,data/training\Actor_03\03_01_01_02_dogs-sitting_angry.wav,angry
3129,data/training\Actor_03\03_01_01_02_kids-talking_angry.wav,angry
3130,data/training\Actor_03\03_01_02_01_dogs-sitting_angry.wav,angry
3131,data/training\Actor_03\03_01_02_01_kids-talking_angry.wav,angry
3132,data/training\Actor_03\03_01_02_02_dogs-sitting_angry.wav,angry
3133,data/training\Actor_03\03_01_02_02_kids-talking_angry.wav,angry
3134,data/training\Actor_03\03_02_01_01_dogs-sitting_angry.wav,angry
3135,data/training\Actor_03\03_02_01_01_kids-talking_angry.wav,angry
3136,data/training\Actor_03\03_02_01_02_dogs-sitting_angry.wav,angry
3137,data/training\Actor_03\03_02_01_02_kids-talking_angry.wav,angry
3138,data/training\Actor_03\03_02_02_01_dogs-sitting_angry.wav,angry
3139,data/training\Actor_03\03_02_02_01_kids-talking_angry.wav,angry
3140,data/training\Actor_03\03_02_02_02_dogs-sitting_angry.wav,angry
3141,data/training\Actor_03\03_02_02_02_kids-talking_angry.wav,angry
3142,data/training\Actor_04\03-02-05-01-01-01-04_angry.wav,angry
3143,data/training\Actor_04\03-02-05-01-01-02-04_angry.wav,angry
3144,data/training\Actor_04\03-02-05-01-02-01-04_angry.wav,angry
3145,data/training\Actor_04\03-02-05-01-02-02-04_angry.wav,angry
3146,data/training\Actor_04\03-02-05-02-01-01-04_angry.wav,angry
3147,data/training\Actor_04\03-02-05-02-01-02-04_angry.wav,angry
3148,data/training\Actor_04\03-02-05-02-02-01-04_angry.wav,angry
3149,data/training\Actor_04\03-02-05-02-02-02-04_angry.wav,angry
3150,data/training\Actor_04\04_01_01_01_dogs-sitting_angry.wav,angry
3151,data/training\Actor_04\04_01_01_01_kids-talking_angry.wav,angry
3152,data/training\Actor_04\04_01_01_02_dogs-sitting_angry.wav,angry
3153,data/training\Actor_04\04_01_01_02_kids-talking_angry.wav,angry
3154,data/training\Actor_04\04_01_02_01_dogs-sitting_angry.wav,angry
3155,data/training\Actor_04\04_01_02_01_kids-talking_angry.wav,angry
3156,data/training\Actor_04\04_01_02_02_dogs-sitting_angry.wav,angry
3157,data/training\Actor_04\04_01_02_02_kids-talking_angry.wav,angry
3158,data/training\Actor_04\04_02_01_01_dogs-sitting_angry.wav,angry
3159,data/training\Actor_04\04_02_01_01_kids-talking_angry.wav,angry
3160,data/training\Actor_04\04_02_01_02_dogs-sitting_angry.wav,angry
3161,data/training\Actor_04\04_02_01_02_kids-talking_angry.wav,angry
3162,data/training\Actor_04\04_02_02_01_dogs-sitting_angry.wav,angry
3163,data/training\Actor_04\04_02_02_01_kids-talking_angry.wav,angry
3164,data/training\Actor_04\04_02_02_02_dogs-sitting_angry.wav,angry
3165,data/training\Actor_04\04_02_02_02_kids-talking_angry.wav,angry
3166,data/training\Actor_05\03-02-05-01-01-01-05_angry.wav,angry
3167,data/training\Actor_05\03-02-05-01-01-02-05_angry.wav,angry
3168,data/training\Actor_05\03-02-05-01-02-01-05_angry.wav,angry
3169,data/training\Actor_05\03-02-05-01-02-02-05_angry.wav,angry
3170,data/training\Actor_05\03-02-05-02-01-01-05_angry.wav,angry
3171,data/training\Actor_05\03-02-05-02-01-02-05_angry.wav,angry
3172,data/training\Actor_05\03-02-05-02-02-01-05_angry.wav,angry
3173,data/training\Actor_05\03-02-05-02-02-02-05_angry.wav,angry
3174,data/training\Actor_05\05_01_01_01_dogs-sitting_angry.wav,angry
3175,data/training\Actor_05\05_01_01_01_kids-talking_angry.wav,angry
3176,data/training\Actor_05\05_01_01_02_dogs-sitting_angry.wav,angry
3177,data/training\Actor_05\05_01_01_02_kids-talking_angry.wav,angry
3178,data/training\Actor_05\05_01_02_01_dogs-sitting_angry.wav,angry
3179,data/training\Actor_05\05_01_02_01_kids-talking_angry.wav,angry
3180,data/training\Actor_05\05_01_02_02_dogs-sitting_angry.wav,angry
3181,data/training\Actor_05\05_01_02_02_kids-talking_angry.wav,angry
3182,data/training\Actor_05\05_02_01_01_dogs-sitting_angry.wav,angry
3183,data/training\Actor_05\05_02_01_01_kids-talking_angry.wav,angry
3184,data/training\Actor_05\05_02_01_02_dogs-sitting_angry.wav,angry
3185,data/training\Actor_05\05_02_01_02_kids-talking_angry.wav,angry
3186,data/training\Actor_05\05_02_02_01_dogs-sitting_angry.wav,angry
3187,data/training\Actor_05\05_02_02_01_kids-talking_angry.wav,angry
3188,data/training\Actor_05\05_02_02_02_dogs-sitting_angry.wav,angry
3189,data/training\Actor_05\05_02_02_02_kids-talking_angry.wav,angry
3190,data/training\Actor_06\03-02-05-01-01-01-06_angry.wav,angry
3191,data/training\Actor_06\03-02-05-01-01-02-06_angry.wav,angry
3192,data/training\Actor_06\03-02-05-01-02-01-06_angry.wav,angry
3193,data/training\Actor_06\03-02-05-01-02-02-06_angry.wav,angry
3194,data/training\Actor_06\03-02-05-02-01-01-06_angry.wav,angry
3195,data/training\Actor_06\03-02-05-02-01-02-06_angry.wav,angry
3196,data/training\Actor_06\03-02-05-02-02-01-06_angry.wav,angry
3197,data/training\Actor_06\03-02-05-02-02-02-06_angry.wav,angry
3198,data/training\Actor_06\06_01_01_01_dogs-sitting_angry.wav,angry
3199,data/training\Actor_06\06_01_01_01_kids-talking_angry.wav,angry
3200,data/training\Actor_06\06_01_01_02_dogs-sitting_angry.wav,angry
3201,data/training\Actor_06\06_01_01_02_kids-talking_angry.wav,angry
3202,data/training\Actor_06\06_01_02_01_dogs-sitting_angry.wav,angry
3203,data/training\Actor_06\06_01_02_01_kids-talking_angry.wav,angry
3204,data/training\Actor_06\06_01_02_02_dogs-sitting_angry.wav,angry
3205,data/training\Actor_06\06_01_02_02_kids-talking_angry.wav,angry
3206,data/training\Actor_06\06_02_01_01_dogs-sitting_angry.wav,angry
3207,data/training\Actor_06\06_02_01_01_kids-talking_angry.wav,angry
3208,data/training\Actor_06\06_02_01_02_dogs-sitting_angry.wav,angry
3209,data/training\Actor_06\06_02_01_02_kids-talking_angry.wav,angry
3210,data/training\Actor_06\06_02_02_01_dogs-sitting_angry.wav,angry
3211,data/training\Actor_06\06_02_02_01_kids-talking_angry.wav,angry
3212,data/training\Actor_06\06_02_02_02_dogs-sitting_angry.wav,angry
3213,data/training\Actor_06\06_02_02_02_kids-talking_angry.wav,angry
3214,data/training\Actor_07\07_01_01_01_dogs-sitting_angry.wav,angry
3215,data/training\Actor_07\07_01_01_01_kids-talking_angry.wav,angry
3216,data/training\Actor_07\07_01_01_02_dogs-sitting_angry.wav,angry
3217,data/training\Actor_07\07_01_01_02_kids-talking_angry.wav,angry
3218,data/training\Actor_07\07_01_02_01_dogs-sitting_angry.wav,angry
3219,data/training\Actor_07\07_01_02_01_kids-talking_angry.wav,angry
3220,data/training\Actor_07\07_01_02_02_dogs-sitting_angry.wav,angry
3221,data/training\Actor_07\07_01_02_02_kids-talking_angry.wav,angry
3222,data/training\Actor_07\07_02_01_01_dogs-sitting_angry.wav,angry
3223,data/training\Actor_07\07_02_01_01_kids-talking_angry.wav,angry
3224,data/training\Actor_07\07_02_01_02_dogs-sitting_angry.wav,angry
3225,data/training\Actor_07\07_02_01_02_kids-talking_angry.wav,angry
3226,data/training\Actor_07\07_02_02_01_dogs-sitting_angry.wav,angry
3227,data/training\Actor_07\07_02_02_01_kids-talking_angry.wav,angry
3228,data/training\Actor_07\07_02_02_02_dogs-sitting_angry.wav,angry
3229,data/training\Actor_07\07_02_02_02_kids-talking_angry.wav,angry
3230,data/training\Actor_08\08_01_01_01_dogs-sitting_angry.wav,angry
3231,data/training\Actor_08\08_01_01_01_kids-talking_angry.wav,angry
3232,data/training\Actor_08\08_01_01_02_dogs-sitting_angry.wav,angry
3233,data/training\Actor_08\08_01_01_02_kids-talking_angry.wav,angry
3234,data/training\Actor_08\08_01_02_01_dogs-sitting_angry.wav,angry
3235,data/training\Actor_08\08_01_02_01_kids-talking_angry.wav,angry
3236,data/training\Actor_08\08_01_02_02_dogs-sitting_angry.wav,angry
3237,data/training\Actor_08\08_01_02_02_kids-talking_angry.wav,angry
3238,data/training\Actor_08\08_02_01_01_dogs-sitting_angry.wav,angry
3239,data/training\Actor_08\08_02_01_01_kids-talking_angry.wav,angry
3240,data/training\Actor_08\08_02_01_02_dogs-sitting_angry.wav,angry
3241,data/training\Actor_08\08_02_01_02_kids-talking_angry.wav,angry
3242,data/training\Actor_08\08_02_02_01_dogs-sitting_angry.wav,angry
3243,data/training\Actor_08\08_02_02_01_kids-talking_angry.wav,angry
3244,data/training\Actor_08\08_02_02_02_dogs-sitting_angry.wav,angry
3245,data/training\Actor_08\08_02_02_02_kids-talking_angry.wav,angry
3246,data/training\Actor_09\09_01_01_01_dogs-sitting_angry.wav,angry
3247,data/training\Actor_09\09_01_01_01_kids-talking_angry.wav,angry
3248,data/training\Actor_09\09_01_01_02_dogs-sitting_angry.wav,angry
3249,data/training\Actor_09\09_01_01_02_kids-talking_angry.wav,angry
3250,data/training\Actor_09\09_01_02_01_dogs-sitting_angry.wav,angry
3251,data/training\Actor_09\09_01_02_01_kids-talking_angry.wav,angry
3252,data/training\Actor_09\09_01_02_02_dogs-sitting_angry.wav,angry
3253,data/training\Actor_09\09_01_02_02_kids-talking_angry.wav,angry
3254,data/training\Actor_09\09_02_01_01_dogs-sitting_angry.wav,angry
3255,data/training\Actor_09\09_02_01_01_kids-talking_angry.wav,angry
